--------- beginning of /dev/log/system
07-14 13:32:49.627 I/WindowState(  374): WIN DEATH: Window{438d7e68 u0 com.android.packageinstaller/com.android.packageinstaller.UninstallerActivity}
07-14 13:33:34.713 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:33:34.713 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:33:34.924 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:33:34.924 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:33:34.932 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:33:34.932 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:33:34.932 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:33:34.932 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:33:34.932 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:33:34.940 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:33:34.940 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:33:34.948 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:33:34.948 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:33:34.948 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:33:34.948 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:33:34.948 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:34:03.479 I/PowerManagerService(  374): Waking up from sleep...
07-14 13:34:03.526 I/WindowManager(  374): Lock screen displayed!
07-14 13:34:05.658 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search >
07-14 13:34:05.729 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
07-14 13:34:05.893 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42c29de0 attribute=android.view.inputmethod.EditorInfo@4317a158, token = android.os.BinderProxy@431646e8
07-14 13:34:06.588 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 374
07-14 13:34:08.487 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 13:34:12.471 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.contacts.activities.PeopleActivity} from pid 3494
07-14 13:34:12.744 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.contacts.activities.DialtactsActivity (has extras)} from pid 3494
07-14 13:34:29.315 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 13:34:30.221 I/WindowManager(  374): Screenshot Window{42b80f68 u0 com.pekall.emdm/com.pekall.emdm.contacts.activities.DialtactsActivity} was all black! mSurfaceLayer=21015 minLayer=21000 maxLayer=21015
07-14 13:34:30.533 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 13:34:30.643 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 13:34:34.729 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:34:34.737 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:34:34.744 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:34:34.979 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:34:34.979 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:34:34.979 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:34:34.979 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:34:34.979 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:34:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:35:34.822 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:35:34.822 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:35:34.822 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:35:34.830 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:35:35.127 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:35:35.143 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:36:01.604 I/ActivityManager(  374): Start proc com.google.android.talk for service com.google.android.talk/com.google.android.apps.babel.realtimechat.RealTimeChatService$AlarmWrapperService: pid=10976 uid=10030 gids={50030, 3003, 1015, 1006, 3002, 1028}
07-14 13:36:01.643 I/ActivityManager(  374): No longer want net.nurik.roman.dashclock (pid 10216): empty for 1800s
07-14 13:36:01.658 W/ActivityManager(  374): Scheduling restart of crashed service net.nurik.roman.dashclock/com.google.android.apps.dashclock.DashClockService in 5000ms
07-14 13:36:06.674 I/ActivityManager(  374): Start proc net.nurik.roman.dashclock for service net.nurik.roman.dashclock/com.google.android.apps.dashclock.DashClockService: pid=11007 uid=10070 gids={50070, 3003, 1028}
07-14 13:36:34.987 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:36:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:36:34.987 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:36:34.987 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:36:34.987 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:36:34.994 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:36:35.315 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:36:35.323 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:37:30.674 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:37:30.682 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:37:30.682 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:37:30.682 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:37:30.682 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:37:30.682 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:37:30.682 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:37:30.869 W/PackageParser( 2060): Unknown element under <application>: intent-filter at /storage/emulated/0/360MobileSafe_5.2.3.1061.apk Binary XML file line #1165
07-14 13:37:30.877 W/PackageParser( 2060): Unknown element under <application>: intent-filter at /storage/emulated/0/360MobileSafe_5.2.3.1061.apk Binary XML file line #1423
07-14 13:37:31.229 W/PackageParser( 2060): No actions in intent filter at /storage/emulated/0/Download/emmp.apk Binary XML file line #687
07-14 13:37:31.424 W/PackageParser( 2060): No actions in intent filter at /storage/emulated/0/Download/emmp-1.apk Binary XML file line #687
07-14 13:37:31.940 W/PackageParser( 2060): No actions in intent filter at /storage/emulated/0/360Download/Pekall.apk Binary XML file line #685
07-14 13:37:32.049 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:37:32.057 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:37:32.057 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:37:32.057 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:37:32.057 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:37:32.057 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:37:32.057 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:37:32.065 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:37:32.065 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:37:32.065 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:37:32.065 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:37:32.073 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:37:32.073 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:37:32.073 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:37:35.033 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:37:35.041 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:37:35.385 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:37:35.385 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:37:35.385 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:37:35.385 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:37:35.393 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:37:35.401 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:37:35.401 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:38:35.190 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:38:35.198 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:38:35.198 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:38:35.198 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:38:35.463 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:38:35.463 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:38:35.463 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:38:35.471 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:39:35.268 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:39:35.276 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:39:35.307 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:39:35.307 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:39:35.307 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:39:35.307 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:39:35.307 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:39:35.307 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:39:35.315 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:39:35.315 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:39:35.315 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:39:35.315 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:39:35.315 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:39:35.315 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:39:35.518 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:39:35.526 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:40:35.330 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:40:35.338 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:40:35.338 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:40:35.338 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:40:35.338 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 13:40:35.338 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 13:40:35.346 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 13:40:35.557 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 13:40:35.557 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 13:40:35.557 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 13:40:35.557 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 13:40:35.565 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
